Name,Link,Categories,Pricing,Platforms,Tags,Description
Buildbox,https://www.buildbox.com/,Game Engine,"Free, Subscription","Windows, Mac","2D, 3D, Visual Scripting",Mobile games only
Heaps.io,https://heaps.io/,Game Engine,Free,Windows,"2D, Haxe",
LOVE,https://love2d.org/,Framework,Free,"Windows, Mac","2D, Lua",
M.U.G.E.N,https://mugenarchive.com/forums/downloads.php?s=bb7a44b61f4a0bf73ecdd71459ec780f&do=file&id=5283--official-mugen-1-1-beta-1-elecbyte,Game Engine,Free,Windows,"2D, Custom Scripting",Fighting (Latest version is 1.1 Beta)
id Tech,https://github.com/id-Software,Game Engine,Free,"Windows, Mac, Linux","3D, C, C++",FPS
Mono Game,http://www.monogame.net/,Framework,Free,"Windows, Mac, Linux","2D, C#",
Defold,https://www.defold.com/,Game Engine,Free,"Windows, Mac, Linux","2D, Lua",
Visionaire Studio,https://www.visionaire-studio.net/cms/visionaire-studio-english.html,Game Engine,Paid,"Windows, Mac","2D, Lua",Point & Click
Adventure Games Studio,https://www.adventuregamestudio.co.uk/,Game Engine,Free,Windows,"2D, Javascript",Point & Click
Wintermute Engine,http://dead-code.org/home/index.php/about/,Game Engine,"Free, Paid",Windows,"2D, 3D Javascript",Point & Click
StoryStylus,https://storystylus.com/,Game Engine,"Trial, Subscription",Web,"2D, Javascript",Point & Click
Phaser,http://phaser.io/,Game Engine,Free,"Windows, Mac, Linux","2D, Javascript",HTML 5
PlayCanvas,https://playcanvas.com/,Game Engine,"Free, Subscription",Web,"2D, 3D, Javascript",HTML 5
Spring,https://springrts.com/,Game Engine,Free,"Windows, Mac, Linux","3D, Lua",RTS
Quest,http://textadventures.co.uk/quest,Game Engine,Free,"Windows, Web","2D, Visual Scripting",Text Adventure or Interactive Fiction
Inform 7,http://inform7.com/,Framework,Free,"Windows, Mac, Linux, Android","2D, Markup",Text Adventure
Adrift,http://www.adrift.co/,Game Engine,Free,Windows,"2D, Visual Scripting",Text Adventure
TADS,http://www.tads.org/,Game Engine,Free,"Windows, Mac, Linux","2D, C++",Text Adventure
ADLENGINE,https://store.steampowered.com/app/657180/The_Adliberum_Engine_ADLENGINE/,Game Engine,Free,"Windows, Mac, Linux","2D, Javascript",Text Adventure
Twine,http://twinery.org/,Game Engine,Free,"Windows, Mac, Linux, Web","2D, Markup",Interactive Fiction Game Tool
Squiffy,http://textadventures.co.uk/squiffy,Game Engine,Free,"Windows, Mac, Linux, Web","2D, Markup",Interactive Fiction Game Tool
ink,https://www.inklestudios.com/ink/,Framework,Free,"Windows, Mac, Linux","2D, Markup",Interactive Fiction Game Tool. Also comes as a Unity Plugin
inklewriter,https://www.inklewriter.com/,Game Engine,Free,Web,"2D, Visual Scripting",Interactive Fiction Game Tool
Adventure Cow Storylab,http://adventurecow.com/,Game Engine,Free,Web,"2D, Visual Scripting",Interactive Fiction Game Tool
ChoiceScript,https://www.choiceofgames.com/make-your-own-games/choicescript-intro/,Game Engine,Free,"Windows, Mac, Linux","2D, Markup",Interactive Fiction Game Tool
Solar2D,https://solar2d.com/,Game Engine,Free,"Windows, Mac, Linux","2D, Lua",Open Source 2D game engine. Formerly known as Corona
SDL,https://www.libsdl.org/,Framework,Free,"Windows, Mac, Linux","2D, 3D, C, C++","A cross-platform development library designed to provide low level access to audio, keyboard, mouse, joystick, and graphics hardware via OpenGL and Direct3D"
Babylon.JS,https://www.babylonjs.com/,Framework,Free,Web,"3D, Javascript","JavaScript framework for building 3D games with HTML5, WebGL, WebVR, and Web Audio."
Microsoft DirectX Graphics,https://docs.microsoft.com/en-us/windows/win32/directx?redirectedfrom=MSDN,Framework,Free,Windows,"2D, 3D, C, C++",Provides a set of APIs that you can use to create games and includes support for high-performance 2-D and 3-D graphics.
GDevelop,https://gdevelop-app.com/,Game Engine,Free,"Windows, Mac, Linux, Web","2D, Visual Scripting",
Visual Novel Maker,https://www.rpgmakerweb.com/products/programs/visual-novel-maker,Game Engine,"Trial, Paid","Windows, Mac, Linux","2D, Javascript, Visual Scripting",
PICO-8,https://www.lexaloffle.com/pico-8.php,Fantasy Console,Paid,"Windows, Mac, Linux","2D, 3D, Lua",
Voxatron,https://www.lexaloffle.com/voxatron.php,Fantasy Console,Paid,"Windows, Mac, Linux","3D, Lua",
TIC-80,https://tic.computer/,Fantasy Console,"Free, Paid","Windows, Mac, Linux, Android, iOS","2D, Lua, Javascript",
Pixel Vision 8,https://www.pixelvision8.com/,Fantasy Console,Free,"Windows, Mac, Linux","2D, C#, Lua",
LIKO-12,https://liko-12.github.io/#/,Fantasy Console,Free,"Windows, Mac, Linux, Android","2D, Lua",
GB Studio,https://www.gbstudio.dev/,Game Engine,Free,"Windows, Mac, Linux","2D, Visual Scripting",Make Gamboy style games.
OpenFL,https://www.openfl.org/,Game Engine,Free,"Windows, Mac, Linux","2D, Actionscript","Uses an API similar to Adobe Flash's Actionscript, but exports as HTML5"
Flixel,http://www.flixel.org/index.html,Framework,Free,"Windows, Mac, Linux","2D, Actionscript",Library for making games in Adobe Flash's Actionscript
Starling,https://gamua.com/starling/,Game Engine,Free,"Windows, Mac, Linux","2D, Actionscript",Make games using Adobe Air and Adobe Flash Actionscript
